Wavenumber (cm-1),Transmittance (%)
3249.250438,81.68510755
3246.72418,81.13926618
3241.671664,80.2814289
3239.145406,79.50174205
3239.145406,78.87815412
3239.145406,78.25456619
3239.145406,77.63097826
3239.145406,77.00739033
3236.619148,76.46154895
3234.092889,75.75981059
3234.092889,75.13622267
3234.092889,74.51263474
3234.092889,73.88904681
3234.092889,73.26545888
3234.092889,72.64187095
3234.092889,72.01828302
3234.092889,71.39469509
3234.092889,70.77110716
3234.092889,70.14751923
3234.092889,69.52393131
3234.092889,68.90034338
3234.092889,68.27675545
3234.092889,67.65316752
3229.040373,67.02917571
3229.040373,66.40558778
3229.040373,65.78199985
3229.040373,65.15841192
3229.040373,64.534824
3229.040373,63.91123607
3229.040373,63.28764814
3226.514115,62.50796129
3226.514115,61.88437336
3226.514115,61.26078543
3226.514115,60.6371975
3226.514115,60.01360957
3226.514115,59.39002164
3226.514115,58.76643371
3226.514115,58.14284578
3226.514115,57.51925786
3226.514115,56.89566993
3226.514115,56.272082
3226.514115,55.64849407
3226.514115,55.02490614
3223.987857,54.24521929
3216.409083,70.76969359
3216.409083,70.22405415
3218.935341,69.52271967
3218.935341,68.89913174
3218.935341,68.27554381
3218.935341,67.65195588
3218.935341,67.02836795
3218.935341,66.40478003
3218.935341,65.7811921
3218.935341,65.15760417
3218.935341,64.53401624
3218.935341,63.91042831
3218.935341,63.28684038
3218.935341,62.81914943
3208.830309,69.83370588
3206.30405,69.05401903
3206.30405,68.58632808
3198.725276,69.52110416
3193.67276,68.89711235
3193.67276,68.27352442
3193.67276,67.64993649
3193.67276,67.02634856
3193.67276,66.40276063
3188.620244,65.77876883
3188.620244,65.1551809
3188.620244,64.53159297
3188.620244,63.90800504
3188.620244,63.28441711
3188.620244,62.66082918
3188.620244,62.03724125
3188.620244,61.41365333
3183.567728,60.78966152
3183.567728,60.16607359
3183.567728,59.54248566
3183.567728,58.91889773
3183.567728,58.2953098
3183.567728,57.67172187
3183.567728,57.04813394
3183.567728,56.42454602
3183.567728,55.80095809
3183.567728,55.17737016
3183.567728,54.55378223
3183.567728,54.08609128
3178.515211,53.61799646
3178.515211,52.99440853
3178.515211,52.3708206
3178.515211,51.74723267
3178.515211,51.12364474
3178.515211,50.50005681
3178.515211,49.87646888
3178.515211,49.25288095
3178.515211,48.62929303
3178.515211,48.0057051
3178.515211,47.38211717
3178.515211,46.75852924
3178.515211,46.13494131
3178.515211,45.51135338
3178.515211,44.88776545
3178.515211,44.26417752
3178.515211,43.64058959
3178.515211,43.01700167
3178.515211,42.39341374
